booking_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,arrival_date,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
HB-085931,City Hotel,0,2,2024,March,12,22,2024-03-22,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.0,0,0
HB-100283,City Hotel,0,4,2024,October,43,25,2024-10-25,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,104.0,0,0
HB-001733,Resort Hotel,0,157,2023,September,37,11,2023-09-11,1,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,F,0,No Deposit,240.0,,0,Transient,153.0,0,1
HB-050537,City Hotel,1,88,2024,May,18,3,2024-05-03,0,3,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3.0,,0,Transient-Party,96.0,0,0
HB-030747,Resort Hotel,0,0,2024,December,48,1,2024-12-01,0,2,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,E,1,No Deposit,,,0,Transient,51.0,1,0
HB-075768,City Hotel,1,323,2023,September,36,5,2023-09-05,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
HB-058456,City Hotel,1,279,2024,October,41,12,2024-10-12,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,98.0,,0,Transient,110.0,0,0
HB-009723,Resort Hotel,1,9,2024,December,52,29,2024-12-29,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,5,No Deposit,,,0,Transient,78.8,0,1
HB-001419,Resort Hotel,1,35,2023,August,35,28,2023-08-28,2,4,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,,,0,Transient,141.67,0,2
HB-115079,City Hotel,0,240,2025,June,26,24,2025-06-24,2,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,89.0,0,1
HB-026271,Resort Hotel,0,119,2024,July,30,22,2024-07-22,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,123.2,0,1
HB-033028,Resort Hotel,0,2,2025,February,7,11,2025-02-11,0,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,80.0,1,2
HB-116221,City Hotel,0,231,2025,July,29,15,2025-07-15,0,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,K,0,No Deposit,229.0,,0,Transient,90.0,0,0
HB-014476,Resort Hotel,0,0,2024,December,50,14,2024-12-14,0,1,1,0.0,0,BB,,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,35.0,0,0
HB-008045,Resort Hotel,1,208,2024,September,36,7,2024-09-07,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,134.0,0,1
HB-093298,City Hotel,0,69,2024,July,29,16,2024-07-16,2,2,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.5,0,3
HB-101291,City Hotel,0,33,2024,November,45,7,2024-11-07,1,2,1,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,197.0,0,2
HB-066296,City Hotel,1,128,2025,April,16,16,2025-04-16,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0
HB-032886,Resort Hotel,0,10,2025,February,6,6,2025-02-06,1,1,3,0.0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,C,0,No Deposit,,507.0,0,Transient-Party,120.0,0,0
HB-006003,Resort Hotel,1,101,2024,May,20,19,2024-05-19,3,8,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,96.0,,0,Transient-Party,63.0,0,0
HB-103910,City Hotel,0,207,2024,December,1,30,2024-12-30,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,104.0,,0,Transient,161.67,0,0
HB-048743,City Hotel,0,85,2024,March,13,29,2024-03-29,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,82.45,0,0
HB-025332,Resort Hotel,0,265,2024,June,24,15,2024-06-15,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156.0,,0,Transient,68.4,0,2
HB-008857,Resort Hotel,1,243,2024,October,42,16,2024-10-16,2,5,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,242.0,,0,Transient,141.7,0,1
HB-065705,City Hotel,1,62,2025,April,14,6,2025-04-06,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,135.0,0,0
HB-112614,City Hotel,0,0,2025,May,21,25,2025-05-25,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,160.0,0,0
HB-114308,City Hotel,0,448,2025,June,25,17,2025-06-17,2,1,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,D,0,No Deposit,229.0,,0,Transient-Party,137.67,0,1
HB-048443,City Hotel,1,40,2024,March,12,23,2024-03-23,0,4,3,0.0,0,BB,VEN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,145.35,0,1
HB-090394,City Hotel,0,59,2024,June,23,3,2024-06-03,1,2,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,156.3,0,2
HB-006690,Resort Hotel,0,310,2024,June,26,24,2024-06-24,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Contract,85.3,0,0
HB-014193,Resort Hotel,1,160,2025,April,14,2,2025-04-02,2,3,2,0.0,0,BB,,Direct,Direct,0,1,4,E,E,0,No Deposit,,,0,Transient,70.8,0,3
HB-101796,City Hotel,0,0,2024,November,46,17,2024-11-17,0,1,1,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.0,0,1
HB-033149,Resort Hotel,0,3,2025,February,7,12,2025-02-12,2,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,57.0,,0,Transient,42.0,0,0
HB-111468,City Hotel,0,355,2025,May,19,8,2025-05-08,1,2,2,0.0,0,SC,MLT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.1,0,1
HB-042426,City Hotel,0,61,2023,September,36,5,2023-09-05,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,2,No Deposit,1.0,,0,Transient-Party,62.0,0,0
HB-021600,Resort Hotel,0,18,2024,February,9,27,2024-02-27,2,5,2,2.0,0,BB,SWE,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,93.0,0,0
HB-041786,City Hotel,0,53,2023,August,34,24,2023-08-24,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
HB-015574,Resort Hotel,0,11,2023,July,30,24,2023-07-24,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,E,0,No Deposit,,,0,Transient,150.0,0,1
HB-012740,Resort Hotel,1,59,2025,July,29,15,2025-07-15,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,2,No Deposit,250.0,,0,Transient,214.0,0,1
HB-039414,Resort Hotel,0,256,2025,August,32,8,2025-08-08,2,7,2,0.0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,479.0,,0,Transient,131.85,0,4
HB-012140,Resort Hotel,1,219,2025,June,24,15,2025-06-15,0,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,84.6,0,1
HB-089344,City Hotel,0,82,2024,May,20,17,2024-05-17,0,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,159.3,0,1
HB-071969,City Hotel,1,190,2025,July,29,16,2025-07-16,2,2,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,147.9,0,0
HB-097145,City Hotel,0,69,2024,September,37,12,2024-09-12,1,0,2,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,1
HB-052788,City Hotel,1,69,2024,June,24,12,2024-06-12,2,4,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,120.0,0,0
HB-008485,Resort Hotel,1,65,2024,October,40,1,2024-10-01,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,99.0,0,1
HB-021056,Resort Hotel,0,0,2024,February,7,16,2024-02-16,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,45.0,0,0
HB-022567,Resort Hotel,0,20,2024,March,13,27,2024-03-27,2,0,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,80.0,0,1
HB-066012,City Hotel,1,164,2025,April,15,13,2025-04-13,0,1,2,0.0,0,HB,HUN,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,160.2,0,2
HB-088077,City Hotel,0,79,2024,April,17,28,2024-04-28,0,3,3,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9.0,,0,Transient,149.1,0,1
HB-097287,City Hotel,0,172,2024,September,37,12,2024-09-12,1,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,,0,Transient,80.75,0,1
HB-119203,City Hotel,0,213,2025,August,35,28,2025-08-28,1,3,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0
HB-118479,City Hotel,0,182,2025,August,32,9,2025-08-09,3,9,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,89.1,0,1
HB-103731,City Hotel,0,80,2024,December,52,27,2024-12-27,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,114.9,0,1
HB-069348,City Hotel,1,186,2025,May,22,30,2025-05-30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,130.0,0,0
HB-041757,City Hotel,0,10,2023,August,34,23,2023-08-23,1,0,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Contract,153.0,0,0
HB-039673,Resort Hotel,0,127,2025,August,34,18,2025-08-18,2,5,2,1.0,0,HB,PRT,Direct,Direct,0,0,0,E,E,4,No Deposit,250.0,,0,Transient,334.43,1,4
HB-081863,City Hotel,1,178,2024,April,17,28,2024-04-28,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,46,Transient,110.0,0,0
HB-016795,Resort Hotel,0,205,2023,September,35,3,2023-09-03,2,8,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,82.35,0,0
HB-113720,City Hotel,0,0,2025,June,24,10,2025-06-10,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,144.0,0,2
HB-074794,City Hotel,1,364,2023,October,42,16,2023-10-16,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,109.0,0,0
HB-094459,City Hotel,0,1,2024,August,31,4,2024-08-04,0,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,151.0,0,1
HB-085303,City Hotel,0,162,2024,March,10,8,2024-03-08,0,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Group,62.0,0,1
HB-056920,City Hotel,1,185,2024,September,37,15,2024-09-15,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,0
HB-016050,Resort Hotel,1,222,2023,September,37,14,2023-09-14,1,1,2,0.0,0,HB,ESP,Groups,TA/TO,0,1,0,A,A,0,No Deposit,68.0,,0,Transient-Party,80.0,0,0
HB-025388,Resort Hotel,0,0,2024,June,26,24,2024-06-24,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,161.0,1,0
HB-012586,Resort Hotel,1,168,2025,July,27,6,2025-07-06,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,142.67,0,2
HB-003742,Resort Hotel,0,88,2024,January,1,1,2024-01-01,0,2,2,0.0,0,HB,ARG,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241.0,,0,Transient,73.46,0,2
HB-003704,Resort Hotel,0,165,2023,December,52,30,2023-12-30,0,4,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,C,0,No Deposit,308.0,,122,Transient,136.5,0,0
HB-022023,Resort Hotel,1,0,2024,April,16,20,2024-04-20,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,392.0,0,Transient-Party,58.5,0,0
HB-039501,Resort Hotel,0,223,2025,August,33,13,2025-08-13,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,131.49,0,0
HB-064613,City Hotel,1,13,2025,March,11,13,2025-03-13,1,2,2,0.0,0,BB,LVA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,151.33,0,0
HB-031896,Resort Hotel,0,26,2025,January,2,6,2025-01-06,2,2,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,65.84,0,2
HB-117619,City Hotel,0,139,2025,August,32,5,2025-08-05,1,1,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.5,0,2
HB-003322,Resort Hotel,1,66,2023,December,49,5,2023-12-05,1,1,1,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,155.0,,0,Transient-Party,52.0,0,0
HB-105268,City Hotel,0,0,2025,January,5,31,2025-01-31,0,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,100.25,0,0
HB-068811,City Hotel,1,178,2025,May,21,20,2025-05-20,2,2,1,0.0,0,BB,KOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.28,0,0
HB-102804,City Hotel,0,29,2024,November,48,30,2024-11-30,2,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,104.0,0,1
HB-113495,City Hotel,0,364,2025,June,25,16,2025-06-16,0,1,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,1,A,A,1,No Deposit,21.0,,0,Group,64.5,0,1
HB-103838,City Hotel,0,353,2024,December,52,29,2024-12-29,1,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,B,A,6,No Deposit,9.0,,0,Transient-Party,73.74,0,0
HB-040630,City Hotel,1,28,2023,August,31,3,2023-08-03,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
HB-075152,City Hotel,1,278,2023,July,29,22,2023-07-22,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0
HB-026529,Resort Hotel,0,12,2024,August,31,2,2024-08-02,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,209.0,0,0
HB-028690,Resort Hotel,0,383,2024,October,40,6,2024-10-06,0,3,1,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,315.0,,0,Transient-Party,42.0,0,0
HB-020703,Resort Hotel,0,192,2024,February,6,7,2024-02-07,1,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,29.16,0,1
HB-056424,City Hotel,1,123,2024,September,36,5,2024-09-05,1,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.8,0,1
HB-081209,City Hotel,0,12,2023,December,49,5,2023-12-05,1,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,64.0,0,1
HB-077583,City Hotel,0,2,2023,December,48,2,2023-12-02,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,,40.0,0,Transient,74.0,0,0
HB-056911,City Hotel,1,26,2024,September,37,15,2024-09-15,0,2,2,0.0,0,SC,MAR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.0,0,0
HB-093074,City Hotel,0,186,2024,July,28,12,2024-07-12,0,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.95,0,2
HB-028526,Resort Hotel,0,245,2024,September,39,26,2024-09-26,3,7,2,0.0,0,HB,CN,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient-Party,80.0,0,1
HB-017214,Resort Hotel,0,167,2023,September,37,17,2023-09-17,4,10,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,,0,Contract,68.0,0,3
HB-020263,Resort Hotel,0,3,2024,January,3,21,2024-01-21,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,40.0,1,2
HB-081529,City Hotel,0,11,2023,December,50,11,2023-12-11,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,58.0,0,0
HB-044460,City Hotel,1,97,2023,October,40,5,2023-10-05,1,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,140.0,0,0
HB-082156,City Hotel,1,99,2024,February,8,19,2024-02-19,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,No Deposit,,67.0,0,Transient-Party,80.0,0,0
HB-058037,City Hotel,1,40,2024,October,40,5,2024-10-05,0,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.5,0,0
HB-015165,Resort Hotel,1,244,2023,September,35,2,2023-09-02,2,5,2,0.0,0,BB,IRL,Groups,TA/TO,0,24,0,A,A,0,No Deposit,96.0,,0,Transient-Party,8.0,0,0
HB-060421,City Hotel,1,489,2024,November,45,10,2024-11-10,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0,0
HB-079648,City Hotel,0,0,2023,October,44,30,2023-10-30,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,63.0,,0,Transient,85.0,0,0
HB-070310,City Hotel,1,201,2025,June,24,14,2025-06-14,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,110.0,0,0
HB-094516,City Hotel,0,165,2024,July,31,31,2024-07-31,2,4,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,72.25,0,2
HB-035722,Resort Hotel,0,83,2025,April,18,29,2025-04-29,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,75.0,0,1
HB-077440,City Hotel,1,23,2023,October,40,7,2023-10-07,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,1,0,A,A,1,No Deposit,,,0,Transient,90.0,0,0
HB-010620,Resort Hotel,1,40,2025,March,12,23,2025-03-23,0,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,100.0,0,1
HB-015616,Resort Hotel,0,50,2023,July,29,21,2023-07-21,2,6,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,98.75,0,2
HB-062003,City Hotel,1,45,2024,December,1,30,2024-12-30,0,1,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,167.4,0,0
HB-112275,City Hotel,0,123,2025,May,20,16,2025-05-16,1,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,142.8,0,1
HB-108623,City Hotel,0,0,2025,March,13,29,2025-03-29,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,118.0,0,1
HB-015588,Resort Hotel,0,52,2023,July,29,20,2023-07-20,2,5,2,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,190.0,0,1
HB-022486,Resort Hotel,0,33,2024,March,13,25,2024-03-25,0,2,3,0.0,0,FB,PRT,Direct,Direct,0,0,0,C,C,3,No Deposit,,,0,Transient,127.0,0,1
HB-075514,City Hotel,1,355,2023,October,40,7,2023-10-07,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0
HB-116883,City Hotel,0,143,2025,July,30,23,2025-07-23,2,1,3,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,235.0,0,2
HB-084516,City Hotel,0,5,2024,February,8,24,2024-02-24,0,4,1,0.0,0,BB,NOR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,207.0,0,Transient-Party,80.0,0,0
HB-052548,City Hotel,1,16,2024,June,23,8,2024-06-08,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,92.65,0,0
HB-099220,City Hotel,0,8,2024,October,41,7,2024-10-07,2,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,179.0,1,2
HB-103274,City Hotel,0,88,2024,December,50,15,2024-12-15,0,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,1
HB-113692,City Hotel,0,73,2025,June,23,8,2025-06-08,0,3,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,170.0,0,0
HB-009626,Resort Hotel,1,2,2024,December,51,21,2024-12-21,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,146.0,,0,Transient,43.0,0,0
HB-027183,Resort Hotel,0,26,2024,August,34,22,2024-08-22,1,0,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,,,0,Transient,268.5,1,1
HB-096802,City Hotel,0,46,2024,September,36,5,2024-09-05,1,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,102.0,0,1
HB-061130,City Hotel,1,86,2024,December,49,2,2024-12-02,1,2,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,1
HB-113917,City Hotel,0,162,2025,June,24,12,2025-06-12,1,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,157.5,0,2
HB-116574,City Hotel,0,157,2025,July,28,8,2025-07-08,4,10,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,152.1,0,1
HB-049236,City Hotel,1,99,2024,April,15,8,2024-04-08,0,2,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Transient,85.5,0,1
HB-015570,Resort Hotel,0,72,2023,July,29,22,2023-07-22,0,4,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,110.75,0,1
HB-076771,City Hotel,1,395,2024,March,12,21,2024-03-21,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0,0
HB-109985,City Hotel,0,21,2025,April,16,18,2025-04-18,0,2,1,0.0,0,BB,GBR,Online TA,GDS,0,0,0,E,E,0,No Deposit,195.0,,0,Transient,175.0,0,0
HB-099480,City Hotel,0,3,2024,October,41,13,2024-10-13,0,1,1,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,120.0,0,1
HB-006448,Resort Hotel,1,184,2024,June,24,11,2024-06-11,4,10,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,77.85,0,0
HB-077023,City Hotel,0,10,2023,August,35,28,2023-08-28,1,2,2,0.0,0,BB,AUT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,79.0,0,1
HB-000692,Resort Hotel,0,54,2023,July,30,25,2023-07-25,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,147.0,0,0
HB-116570,City Hotel,0,71,2025,July,29,16,2025-07-16,2,4,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,8.0,,0,Transient,120.0,0,1
HB-117581,City Hotel,0,170,2025,August,32,5,2025-08-05,0,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,0,1
HB-057216,City Hotel,1,296,2024,September,38,21,2024-09-21,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,0,Transient-Party,85.0,0,0
HB-051322,City Hotel,1,1,2024,May,20,18,2024-05-18,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,120.0,0,0
HB-007940,Resort Hotel,1,262,2024,September,36,3,2024-09-03,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,81.0,0,2
